Address,Detail_URL,ID,Monthly Rent,Move In Date,Move Out Date,Lease Term,Short Lease Term,Sublease Permitted,Security Deposit,Property Owner,Property Type,"Location
                                            Sector",Level,City,Bedrooms,Bathrooms,Max Occupancy,Wheel Chair Access,Basement,Laundry,Parking,Number of Parking Spaces,Off-street Parking,Off-street Monthly,Off-street Yearly,On-street Parking,On-street Permit Required,Garage Parking,Garage Monthly,Garage Yearly,Furnished,Fireplace,Air Conditioning,Dishwasher,Stove,Refrigerator,Security System,Backyard,Deck Or Porch,Other Amenities,Pet Deposit,Additional Pet Rent,Additional Dog Rent,Additional Cat Rent,Pets Allowed,Dogs Allowed,Cats Allowed,Pet Deposit Refundable,Water Included,Electric Included,Gas Included,Name,Phone
1377 Forsythe Avenue Unit 10,https://offcampus.osu.edu/search-housing.aspx?property=15769&pricefrom=0&sort=1&alllandlords=0,00003D99,$775.00 - $849.00,07-15-2026,7-31-2027,12 months,No,No,$Months rent,C.E. Investments,Apartment,University District: Southeast,Ground Level,"Columbus, OH",1,"1 full, 0 half",2,No,No,Laundry facilities in the building,Yes,1,Yes,$FREE,n/a,Yes,No,No,n/a,n/a,No,No,Window A/C,No,Yes,Yes,No,No,Yes,"Free lighted parking.
Laundry (Half Block Away)",$0,$0,$0,$0,No,No,No,No,No,No,No,,
30 West Tenth Avenue Unit A,https://offcampus.osu.edu/search-housing.aspx?property=20794&pricefrom=0&sort=1&alllandlords=0,0000513A,$775.00,8/9/2026,7/31/2027,356 days,No,Yes,$775,Pella Company,Studio/Efficiency,University District: Southwest,Ground Level,"Columbus, OH",0,"1 full, 0 half",2,No,No,None,Yes,1,Yes,n/a,$100,Yes,,No,n/a,n/a,No,No,Window A/C,No,Yes,Yes,No,No,No,,$0,$0,$0,$0,No,No,No,No,Yes,No,No,,
32 West 10th Avenue Unit A,https://offcampus.osu.edu/search-housing.aspx?property=11146&pricefrom=0&sort=1&alllandlords=0,00002B8A,$775.00,8/9/2026,7/31/2027,356 Days,No,Yes,$775,Pella Company,Studio/Efficiency,University District: Southwest,Above Ground,"Columbus, OH",0,"1 full, 0 half",2,No,No,None,Yes,1,Yes,n/a,$100,No,No,No,n/a,n/a,No,No,Window A/C,No,Yes,Yes,No,No,Yes,,$0,$0,$0,$0,No,No,No,No,Yes,No,No,,
2147-2149 Waldeck Avenue,https://offcampus.osu.edu/search-housing.aspx?property=12266&pricefrom=0&sort=1&alllandlords=0,00002FEA,"$775.00 - $2,325.00",08-23-2026,08-05-2027,12 Mo.,No,Yes,$2325,Cooper Properties,Half Double,University District: Northeast,Above Ground,"Columbus, OH",3,"1 full, 0 half",3,No,Yes,Laundry facilities in the unit,Yes,3,Yes,n/a,n/a,Yes,Yes,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,Yes,No,"Great half house, big kitchen, dishwasher, washer/dryer, central air conditioning, basement, yard, free off street parking. Video tours of all our properties are available at www.cooper-properties.com.  For more information please email manager@cooper-properties.com or call (614) 961-0056.

Explore Our Property at 2147-2149 Waldeck Ave - Follow the Link below to Check it Out: 
https://cooper-properties.com/properties/2147-2149-waldeck-ave/",$0,$0,$0,$0,No,No,No,No,No,No,No,,
"171  King AvenueApartment a-5Columbus, OH 43201",https://offcampus.osu.edu/search-housing.aspx?property=21231&pricefrom=0&sort=1&alllandlords=0,000052EF,$775.00 - $795.00,08-06-2025,07-20-2026,360 days,No,No,$795,JB Properties,Apartment,University District: Southwest,Above Ground,"Columbus, OH",1,"1 full, 0 half",2,No,No,Laundry facilities in the building,Yes,1,Yes,n/a,n/a,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,,$0,$0,$0,$0,No,No,No,No,No,No,Yes,Jason Bowers,614-774-5201
35 East 12th Avenue Unit 2C,https://offcampus.osu.edu/search-housing.aspx?property=13673&pricefrom=0&sort=1&alllandlords=0,00003569,"$780.00 - $2,340.00",8/20/26,8/5/27,50 Weeks,No,Yes,$2340,Buckeye Real Estate,Apartment,University District: Southeast,Ground Level,"Columbus, OH",3,"1 full, 0 half",4,No,No,Laundry facilities in the building,Yes,2,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,"Visit this link for Early Rental Options! https://www.buckeyerealestate.com/updates/

Under construction for Fall 2020 move in! Located on 12th and Pearl, this three bedroom, one bath remodeled flat features fully equipped kitchen including dishwasher and microhood. Also has central air, on-site coin operated laundry, and available off street parking!

Unit residents may purchase two permits

View our Leasing Procedure and a copy of our Lease Agreement at BuckeyeRealEstate.com > Future Residents > FAQs/Documents

https://my.matterport.com/show/?m=zhf9WynhaZF",$250,$0,$0,$0,Yes,Yes,Yes,No,No,No,No,,
35 East 12th Avenue Unit 3A,https://offcampus.osu.edu/search-housing.aspx?property=13674&pricefrom=0&sort=1&alllandlords=0,0000356A,"$780.00 - $2,340.00",8/20/26,8/5/27,12 Months,No,Yes,$2340,Buckeye Real Estate,Apartment,University District: Southeast,Above Ground,"Columbus, OH",3,"1 full, 0 half",4,No,No,Laundry facilities in the building,Yes,2,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,Microwave included. Coin-op Laundry,$250,$0,$0,$0,Yes,Yes,Yes,No,No,No,No,,
218 East 17th Avenue Unit F,https://offcampus.osu.edu/search-housing.aspx?property=13923&pricefrom=0&sort=1&alllandlords=0,00003663,"$783.00 - $3,130.00",08/20/26,08/05/27,12 Months,No,Yes,$3130,Buckeye Real Estate,Apartment,University District: Central,Ground Level,"Columbus, OH",4,"2 full, 0 half",5,No,No,Laundry facilities in the unit,Yes,4,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,Yes,No,No,Microhood and ceiling fans included.,$250,$0,$0,$0,Yes,Yes,Yes,No,No,No,No,,
"2981 Olentangy River RoadColumbus, OH 43202",https://offcampus.osu.edu/search-housing.aspx?property=21682&pricefrom=0&sort=1&alllandlords=0&sublet=true,000054B2,$897.00,6/1/2025,8/1/2026,15 months,No,Yes,$0,University Village Apartments,Studio/Efficiency,University District: Northeast,Below Ground,"Columbus , OH",0,"1 full, 0 half",1,No,No,Laundry facilities in the building,Yes,1,Yes,n/a,n/a,Yes,,No,n/a,n/a,No,No,Window A/C,No,Yes,Yes,No,No,No,,$300,$30,$0,$0,Yes,Yes,Yes,No,Yes,No,Yes,Todd Jessup,614-261-1211
33 West 8th  Avenue A,https://offcampus.osu.edu/search-housing.aspx?property=15268&pricefrom=0&sort=1&alllandlords=0,00003BA4,$795.00,08-01-2026,07-31-2027,12 Months,No,No,$months rent,C.E. Investments,Apartment,University District: Southwest,Above Ground,"Columbus, OH",1,"1 full, 0 half",2,No,No,Laundry facilities in the building,Yes,1,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Window A/C,No,Yes,Yes,No,Yes,Yes,"Move-In July 25-Aug 5 Lighted  parking, laundry is across the street. Water is 25 per month. You are across the street from the grocery store, bus line and mere steps from the Gateway.",$0,$0,$0,$0,No,No,No,No,No,No,No,,
101 East Patterson Avenue,https://offcampus.osu.edu/search-housing.aspx?property=21902&pricefrom=0&sort=1&alllandlords=0,0000558E,"$795.00 - $4,770.00",08-01-2026,07-23-2027,12 months,No,Yes,$3000,Ohio State Properties,Duplex/Town House,University District: Northeast,Ground Level,"Columbus, OH",6,"5 full, 1 half",7,No,No,Laundry facilities in the unit,Yes,6,Yes,n/a,n/a,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,Yes,Yes,,$0,$0,$0,$0,No,No,No,No,No,No,No,,
1734 Summit Avenue,https://offcampus.osu.edu/search-housing.aspx?property=11331&pricefrom=0&sort=1&alllandlords=0,00002C43,$795.00,01/10/26,07/25/2026,6 months,Yes,No,$1 months rent,JB Properties,Apartment,University District: Central,Above Ground,"Columbus, OH",1,"1 full, 0 half",2,No,No,Laundry facilities in the building,Yes,1,Yes,n/a,n/a,Yes,Yes,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,Yes,,$0,$0,$0,$0,No,No,No,No,No,No,No,,
60 West Ninth Avenue B,https://offcampus.osu.edu/search-housing.aspx?property=11364&pricefrom=0&sort=1&alllandlords=0,00002C64,$795.00,08-06-2025,7/20/2026,12 mos,No,No,$1 months rent,JB Properties,Apartment,University District: Southwest,Above Ground,"Columbus, OH",1,"1 full, 0 half",1,No,No,Laundry facilities in the building,Yes,0,No,$25,$300,Yes,No,No,n/a,n/a,No,No,Window A/C,Yes,Yes,Yes,No,No,Yes,with new kitchen w/off street parking available,$0,$0,$0,$0,No,No,No,No,Yes,No,No,,
171 King Avenue,https://offcampus.osu.edu/search-housing.aspx?property=11374&pricefrom=0&sort=1&alllandlords=0,00002C6E,$795.00,07-22-2025,7/20/2026,12 months,No,No,$1 months rent,JB Properties,Apartment,University District: Southwest,Above Ground,"Columbus, OH",1,"1 full, 0 half",2,No,No,Laundry facilities in the building,Yes,1,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Window A/C,No,Yes,Yes,No,No,No,,$0,$0,$0,$0,No,No,No,No,No,No,No,,
58 West Ninth Avenue,https://offcampus.osu.edu/search-housing.aspx?property=11363&pricefrom=0&sort=1&alllandlords=0,00002C63,$795.00,08-05-2025,7/20/2026,12 months,Yes,No,$795,JB Properties,Apartment,University District: Southwest,Above Ground,"Columbus, OH",1,"1 full, 0 half",2,No,No,Laundry facilities in the building,Yes,0,No,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Window A/C,No,Yes,Yes,Yes,No,Yes,on-site laundry close to law and gateway.  Heating of water paid for.  Call (614)774-5201 for any qs.,$0,$0,$0,$0,No,No,No,No,Yes,No,Yes,,
1524 Neil Avenue Unit 14,https://offcampus.osu.edu/search-housing.aspx?property=16860&pricefrom=0&sort=1&alllandlords=0,000041DC,$799.00 - $959.00,08-19-2026,07-31-2027,12 months,No,No,$799-959,Hometeam,Studio/Efficiency,University District: Southwest,Above Ground,"Columbus, OH",1,"1 full, 0 half",1,No,No,None,Yes,0,Yes,$Ask us about our pricing,n/a,Yes,,No,n/a,n/a,No,No,Central A/C,No,Yes,Yes,No,No,Yes,,$0,$0,$0,$0,Yes,Yes,Yes,No,No,No,No,,
1524 Neil Avenue Unit 15,https://offcampus.osu.edu/search-housing.aspx?property=16835&pricefrom=0&sort=1&alllandlords=0,000041C3,$799.00 - $959.00,08-19-2026,07-31-2027,12 months,No,No,$799-959,Hometeam,Studio/Efficiency,University District: Southwest,Above Ground,"Columbus, OH",1,"1 full, 0 half",1,No,No,Laundry facilities in the unit,Yes,0,Yes,$Ask us about our pricing,n/a,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,Yes,,$0,$0,$0,$0,Yes,Yes,Yes,No,No,No,No,,
"1396 N High StColumbus, OH 43201",https://offcampus.osu.edu/search-housing.aspx?property=21878&pricefrom=0&sort=1&alllandlords=0&sublet=true,00005576,"$1,719.00",10/1/2025,7/31/2026,10 month,Yes,Yes,$500,Uncommon  Columbus,Apartment,University District: Southeast,Above Ground,"Columbus, OH",1,"1 full, 0 half",2,Yes,No,Laundry facilities in the unit,Yes,1,No,n/a,n/a,No,,Yes,$115,n/a,Yes,Yes,Central A/C,Yes,Yes,Yes,Yes,No,No,Free Wifi and mounted TV are included,$100,$35,$35,$35,Yes,Yes,Yes,Yes,Yes,No,Yes,Lindsay Woodfork,614-932-2009
200 West Norwich Avenue  (Sublet),https://offcampus.osu.edu/search-housing.aspx?property=19434&pricefrom=0&sort=1&alllandlords=0&sublet=true,00004BEA,"$1,020.00",1/1/2026,7/22/2026,12-month & Short-term,Yes,Yes,$199,The Urban,Apartment,University District: Northeast,Above Ground,"Columbus, OH",1,"1 full, 0 half",258,Yes,No,Laundry facilities in the building,Yes,140,No,n/a,n/a,No,,Yes,$109,n/a,Yes,Yes,Window A/C,Yes,Yes,Yes,Yes,No,No,"On-site Maintenance
TV Lounge
Clubhouse
Community Kitchens
Vending Machines
24 Hour Fitness Gym 
Hot Tub
Study Rooms
Media Room
Air Conditioner
Refrigerator
Mounted Big Screen TV
Personal Kitchenette
Personal Restroom",$None,$45,$45,$45,Yes,Yes,Yes,No,No,No,No,,
70 West Northwood Road Unit 1B,https://offcampus.osu.edu/search-housing.aspx?property=14963&pricefrom=0&sort=1&alllandlords=0,00003A73,"$800.00 - $1,600.00",08-23-2026,07-31-2027,12 Months,No,Yes,$1600,"Locations, Ltd",Apartment,University District: Northwest,Ground Level,"Columbus, OH",2,"1 full, 0 half",2,No,No,Laundry facilities in the building,Yes,2,Yes,n/a,$475,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,Yes,https://www.osulive.com/listings/detail/84f59b86-0943-4ae0-8cef-1f3404ce5dfe,$0,$0,$0,$0,No,No,No,No,No,No,No,,
70 West Northwood Road Unit 1A,https://offcampus.osu.edu/search-housing.aspx?property=14962&pricefrom=0&sort=1&alllandlords=0,00003A72,"$800.00 - $1,600.00",08-23-2026,07-31-2027,12 Months,Yes,Yes,$1600,"Locations, Ltd",Apartment,University District: Northwest,Ground Level,"Columbus, OH",2,"1 full, 0 half",2,No,No,Laundry facilities in the building,Yes,2,Yes,n/a,$475,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,Yes,"COPY Link for more info:
https://www.osulive.com/listings/detail/0f43322e-37cf-4e9a-a4f7-e58cdb25eade",$0,$0,$0,$0,No,No,No,No,No,No,No,,
50 East 11th Street Unit B,https://offcampus.osu.edu/search-housing.aspx?property=15110&pricefrom=0&sort=1&alllandlords=0,00003B06,"$800.00 - $3,200.00",01-10-2026,7-31-2027,12 Months,Yes,Yes,$3200,"Locations, Ltd",Apartment,University District: Southeast,Above Ground,"Columbus, OH",4,"2 full, 0 half",4,No,No,Laundry Hookup,Yes,1,Yes,n/a,$475,Yes,No,No,n/a,n/a,No,Yes,Central A/C,Yes,Yes,Yes,No,No,Yes,https://www.osulive.com/listings/detail/67164c97-11be-4bfb-825e-ff7c1f51eae5,$0,$0,$0,$0,No,No,No,No,No,No,No,,
64 West Northwood Road Unit C,https://offcampus.osu.edu/search-housing.aspx?property=14981&pricefrom=0&sort=1&alllandlords=0,00003A85,"$800.00 - $3,200.00",01-10-2026,7/31/2026,"August 23, 2026 - July 31, 2027",Yes,Yes,$3300,"Locations, Ltd",Apartment,University District: Northwest,Ground Level,"Columbus, OH",4,"2 full, 0 half",4,No,No,Laundry facilities in the building,Yes,2,Yes,n/a,$475,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,"WEBSITE www.osulive.com

https://www.osulive.com/listings/detail/edf339da-4a00-4b0c-989f-4533270a49c9",$0,$0,$0,$0,No,No,No,No,No,No,No,,
64 West Northwood Road Unit B,https://offcampus.osu.edu/search-housing.aspx?property=14980&pricefrom=0&sort=1&alllandlords=0,00003A84,"$800.00 - $3,200.00",01-17-2026,7/31/2027,"August 23,  2026 - July 31, 2027",Yes,Yes,$3200,"Locations, Ltd",Apartment,University District: Northwest,Ground Level,"Columbus, OH",4,"2 full, 0 half",4,No,No,Laundry facilities in the building,Yes,2,Yes,n/a,$475,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,"Locked Private Laundry Facility Next door with 24 hour 7 day a week access. 
COPY Link for more info:
https://www.osulive.com/listings/detail/b6b8f265-f049-48aa-8b38-c1ddcd927bbb",$0,$0,$0,$0,No,No,No,No,No,No,No,,
34 West Patterson Road,https://offcampus.osu.edu/search-housing.aspx?property=14957&pricefrom=0&sort=1&alllandlords=0,00003A6D,"$800.00 - $2,400.00",01-10-2026,7/31/2026,"August 23, 2026  July 31, 2027",Yes,Yes,$2400,"Locations, Ltd",Apartment,University District: Northwest,Above Ground,"Columbus, OH",3,"1 full, 0 half",3,No,Yes,Laundry Hookup,Yes,1,No,n/a,n/a,Yes,No,No,n/a,n/a,No,No,None,Yes,Yes,Yes,No,No,Yes,"COPY Link for more info:
 https://www.osulive.com/listings/detail/e5d0812f-588e-4c56-8285-9226095ceeb9",$0,$0,$0,$0,No,No,No,No,No,No,No,,
1437 Hunter Avenue Unit 10,https://offcampus.osu.edu/search-housing.aspx?property=17025&pricefrom=0&sort=1&alllandlords=0,00004281,$800.00,08/09/2026,07/31/2027,356 Days,No,Yes,$800,Pella Company,Apartment,University District: Southwest,Above Ground,"Columbus, OH",1,"1 full, 0 half",2,No,No,None,Yes,1,Yes,n/a,$100,Yes,,No,n/a,n/a,No,No,Window A/C,Yes,Yes,Yes,No,No,No,,$0,$0,$0,$0,No,No,No,No,Yes,No,No,,
257 East 15th Avenue,https://offcampus.osu.edu/search-housing.aspx?property=10122&pricefrom=0&sort=1&alllandlords=0,0000278A,$800.00 - $840.00,08-01-2026,07-30-2027,12 mo,No,No,$840,S&G Properties,Apartment,University District: Central,Ground Level,"Columbus, OH",1,"1 full, 0 half",2,No,No,Laundry facilities in the building,Yes,0,Yes,n/a,$700,Yes,No,No,n/a,n/a,No,No,Central A/C,No,Yes,Yes,No,No,Yes,"Laundry, close to campus, secure, large double closets.",$0,$0,$0,$0,No,No,No,No,No,No,No,,
183 Frambes Road,https://offcampus.osu.edu/search-housing.aspx?property=15009&pricefrom=0&sort=1&alllandlords=0,00003AA1,"$800.00 - $4,800.00",8-24-2025,7-26-2026,12 Months,No,Yes,$4800,"Locations, Ltd",House,University District: Northwest,Ground Level,"Columbus, OH",6,"2 full, 0 half",6,No,Yes,Laundry Hookup,Yes,0,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,Yes,Yes,,$0,$0,$0,$0,No,No,No,No,No,No,No,,
2121 Iuka Road Unit C,https://offcampus.osu.edu/search-housing.aspx?property=15015&pricefrom=0&sort=1&alllandlords=0,00003AA7,$800.00,8/22/2025,7/31/2026,"August 22, 2025- July 31, 2026",No,Yes,$800,"Locations, Ltd",Apartment,University District: Central,Ground Level,"Columbus, OH",1,"1 full, 0 half",1,No,No,None,Yes,2,Yes,n/a,$475,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,Yes,"Copy link for more info:
https://www.osulive.com/listings/detail/94d4851e-7292-448f-9002-bb0e2139efac",$0,$0,$0,$0,No,No,No,No,No,No,No,,
1892 East Indianola Avenue Unit C,https://offcampus.osu.edu/search-housing.aspx?property=20601&pricefrom=0&sort=1&alllandlords=0,00005079,"$800.00 - $3,200.00",8-24-2025,7-26-2026,12 Months,Yes,Yes,$3200,"Locations, Ltd",Apartment,University District: Central,Above Ground,"Columbus, OH",4,"2 full, 0 half",0,No,No,Laundry facilities in the unit,Yes,2,Yes,n/a,$475,Yes,,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,Yes,"SPRING 2025 MOVE IN AVAILABLE

Copy link for more info
https://www.osulive.com/listings/detail/6c56ce31-107c-4d8d-a77a-5981c39cde58",$0,$0,$0,$0,No,No,No,No,No,No,No,,
1892 East Indianola Avenue Unit G,https://offcampus.osu.edu/search-housing.aspx?property=19783&pricefrom=0&sort=1&alllandlords=0,00004D47,"$800.00 - $4,000.00",8-24-2025,7-26-2026,12 Months,Yes,Yes,$4000,"Locations, Ltd",Apartment,University District: Central,Above Ground,"Columbus, OH",5,"2 full, 0 half",5,No,No,Laundry Hookup,Yes,2,Yes,n/a,$475,Yes,,No,n/a,n/a,No,Yes,Central A/C,Yes,Yes,Yes,No,Yes,Yes,,$0,$0,$0,$0,No,No,No,Yes,No,No,No,,
1892 East 16th Street Unit F,https://offcampus.osu.edu/search-housing.aspx?property=15047&pricefrom=0&sort=1&alllandlords=0,00003AC7,"$800.00 - $4,000.00",8-24-2025,7-26-2026,12 Months,Yes,Yes,$4000,"Locations, Ltd",Apartment,University District: Central,Ground Level,"Columbus, OH",5,"2 full, 0 half",5,No,No,Laundry Hookup,Yes,2,Yes,n/a,$475,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,"SPRING 2025 MOVE IN AVAILABLE

COPY LINK FOR ADDITIONAL INFORMATION AND FREE ONLINE APPLICATION:
https://www.osulive.com/listings/detail/c98a1b27-3afa-4eaa-b9c6-7834c1fa2d4b",$0,$0,$0,$0,No,No,No,No,No,No,No,,
1892 East 16th Street Unit B,https://offcampus.osu.edu/search-housing.aspx?property=15043&pricefrom=0&sort=1&alllandlords=0,00003AC3,"$800.00 - $1,600.00",8-24-2025,7-26-2026,12 Months,No,No,$1600,"Locations, Ltd",Apartment,University District: Central,Ground Level,"Columbus, OH",2,"1 full, 0 half",2,No,No,Laundry facilities in the building,Yes,2,Yes,n/a,$475,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,,$0,$0,$0,$0,No,No,No,No,No,No,No,,
1892 East 16th Street Unit A,https://offcampus.osu.edu/search-housing.aspx?property=15044&pricefrom=0&sort=1&alllandlords=0,00003AC4,"$800.00 - $4,000.00",8-24-2025,7-26-2026,12 Months,No,Yes,$4000,"Locations, Ltd",Apartment,University District: Central,Ground Level,"Columbus, OH",5,"2 full, 0 half",5,No,No,Laundry Hookup,Yes,2,Yes,n/a,$475,Yes,No,No,n/a,$380,No,No,Central A/C,Yes,Yes,Yes,No,No,No,,$0,$0,$0,$0,No,No,No,No,No,No,No,,
226 East 14th Street,https://offcampus.osu.edu/search-housing.aspx?property=15069&pricefrom=0&sort=1&alllandlords=0,00003ADD,"$800.00 - $5,600.00",8-24-2025,7-26-2026,12 Months,No,Yes,$5600,"Locations, Ltd",House,University District: Central,Ground Level,"Columbus, OH",6,"3 full, 0 half",7,No,No,Laundry facilities in the unit,Yes,2,No,n/a,$475,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,Yes,Yes,,$0,$0,$0,$0,No,No,No,No,No,No,No,,
194 East 14th Street Unit C,https://offcampus.osu.edu/search-housing.aspx?property=15067&pricefrom=0&sort=1&alllandlords=0,00003ADB,"$800.00 - $3,200.00",8-24-2025,7-26-2026,12 Months,No,Yes,$3200,"Locations, Ltd",Apartment,University District: Central,Ground Level,"Columbus, OH",4,"2 full, 0 half",4,No,Yes,Laundry facilities in the unit,Yes,2,Yes,n/a,$475,Yes,No,No,n/a,n/a,No,No,Central A/C,Yes,Yes,Yes,No,No,No,https://www.osulive.com/listings/detail/4b88af7e-b375-4879-ac51-d624b2752bd0,$0,$0,$0,$0,No,No,No,No,No,No,No,,
194 East 14th Street Unit A,https://offcampus.osu.edu/search-housing.aspx?property=15065&pricefrom=0&sort=1&alllandlords=0,00003AD9,"$800.00 - $6,400.00",8-24-2025,7-26-2026,12 Months,No,Yes,$6400,"Locations, Ltd",Apartment,University District: Central,Ground Level,"Columbus, OH",8,"2 full, 0 half",8,No,Yes,Laundry Hookup,Yes,2,Yes,n/a,$475,Yes,No,No,n/a,n/a,No,Yes,Central A/C,Yes,Yes,Yes,No,Yes,Yes,https://www.osulive.com/listings/detail/70ade809-0c95-422c-bb98-a6270af514e6,$0,$0,$0,$0,No,No,No,No,No,No,No,,
333 West Eighth Avenue C6,https://offcampus.osu.edu/search-housing.aspx?property=15364&pricefrom=0&sort=1&alllandlords=0,00003C04,$815.00,08/01/2026,07/20/2027,12 months,No,No,$815,Wolf Properties Apartments LLC,Studio/Efficiency,University District: Southwest,Above Ground,"Columbus, OH",1,"1 full, 0 half",1,No,No,Laundry facilities in the building,Yes,0,Yes,n/a,n/a,Yes,No,No,n/a,n/a,No,No,Window A/C,No,Yes,Yes,No,No,No,Tenant pays for Electric and a flat rate fee of $25 per month for Water.  There is no Gas.  Wolf Properties Apartments maintains their own Maintenance personnel available for Routine Maintenance issues during normal business hours and Emergencies 24/7.,$200,$30,$0,$30,Yes,No,Yes,Yes,No,No,No,,
